Date_operation,Entrée,Sortie,Stock
2025-09-05 11:07:19,0,15,163.0
2025-09-06 10:35:10,0,5,16.0
2025-09-06 11:06:36,0,16,0.0
2024-09-07 09:49:11,0,10,61.0
2024-09-07 11:16:17,0,20,41.0
2022-09-08 10:24:18,0,5,234.0
2025-09-08 10:09:35,0,27,0.0
2025-09-08 12:06:26,10,0,10.0
2025-09-08 12:09:19,0,10,0.0
2022-09-09 09:10:46,0,70,103.0
2024-09-09 09:01:05,0,10,165.0
2024-09-09 13:42:04,0,35,130.0
2023-09-10 08:53:50,0,5,40.0
2023-09-10 09:26:21,0,30,10.0
2023-09-10 15:17:39,70,0,80.0
2024-09-10 09:48:23,0,10,382.0
2024-09-10 11:34:35,0,40,342.0
2022-09-11 08:12:19,0,10,63.0
2023-09-11 11:41:20,0,30,230.0
2024-09-11 13:16:07,0,30,120.0
2023-09-12 11:35:58,0,20,235.0
2024-09-12 09:03:18,0,5,81.0
2024-09-12 12:01:23,0,30,51.0
2023-10-01 08:32:28,0,15,200.0
2023-10-01 10:24:20,0,70,130.0
2023-10-03 08:25:06,0,10,175.0
2025-10-03 08:54:36,0,15,85.0
2025-10-03 09:58:56,0,40,45.0
2023-10-04 08:20:27,0,10,117.0
2023-10-04 09:48:36,0,70,47.0
2023-10-04 12:21:07,0,20,27.0
2024-10-04 08:59:59,0,10,310.0
2025-10-04 11:16:59,0,100,93.0
2025-10-04 11:56:29,0,30,63.0
2023-10-05 08:36:17,0,15,346.0
2023-10-05 10:57:05,0,30,316.0
2024-10-05 13:09:26,0,9,261.0
2024-10-05 16:53:30,0,35,226.0
2025-10-05 10:44:17,0,13,150.0
2025-10-05 10:59:45,0,150,0.0
2023-10-06 15:55:54,300,0,310.0
2023-10-06 15:55:54,10,0,320.0
2023-10-06 15:57:48,0,25,295.0
2023-10-06 16:03:36,0,70,225.0
2024-10-06 11:08:49,0,20,170.0
2025-10-06 12:36:03,7,0,7.0
2023-10-07 09:45:16,0,20,169.0
2023-10-07 13:26:20,0,3,166.0
2023-10-08 14:16:17,300,0,302.0
2024-10-08 08:51:49,0,10,230.0
2024-10-08 10:50:49,0,20,210.0
2024-10-08 15:19:51,0,15,195.0
2024-10-08 17:23:04,0,20,175.0
2024-10-09 10:31:45,0,10,120.0
2024-10-09 11:31:31,0,20,100.0
2023-10-10 08:56:17,0,10,70.0
2023-10-10 12:46:33,0,70,0.0
2024-10-10 10:00:58,0,5,337.0
2022-10-12 16:55:43,0,6,0.0
2024-10-12 09:25:34,0,10,41.0
2024-10-12 16:43:17,0,4,37.0
2023-11-01 08:43:58,0,5,118.0
2023-11-01 08:50:08,0,20,98.0
2023-11-01 08:51:14,0,7,123.0
2025-11-02 08:31:12,0,3,0.0
2023-11-03 10:18:33,0,30,145.0
2025-11-03 10:06:09,0,20,25.0
2025-11-03 15:55:12,0,10,15.0
2023-11-04 11:17:10,0,20,7.0
2025-11-04 08:58:43,0,15,48.0
2025-11-04 15:32:31,0,25,23.0
2023-11-05 08:39:55,0,60,256.0
2023-11-05 14:38:35,0,3,253.0
2024-11-05 10:45:58,0,5,221.0
2024-11-05 11:42:22,0,20,201.0
2024-11-05 15:25:10,0,10,191.0
2024-11-06 09:23:19,0,10,160.0
2023-11-07 09:37:49,0,10,156.0
2023-11-07 10:16:59,0,20,136.0
2023-11-07 12:39:11,0,55,81.0
2023-11-07 14:37:29,55,0,136.0
2023-11-07 14:45:21,0,60,76.0
2025-11-07 15:26:23,300,0,300.0
2025-11-07 15:28:46,0,60,240.0
2025-11-07 17:25:19,0,5,235.0
2022-11-08 08:32:19,0,5,229.0
2023-11-08 09:11:26,0,15,287.0
2023-11-08 10:47:59,0,20,267.0
2023-11-08 11:19:19,0,1,266.0
2023-11-08 16:43:13,0,130,136.0
2023-11-09 08:40:52,0,10,120.0
2023-11-09 10:05:57,0,15,105.0
2024-11-09 10:26:05,0,10,90.0
2022-11-10 13:29:56,0,73,0.0
2023-11-10 14:38:33,300,0,300.0
2024-11-10 09:11:16,0,10,327.0
2024-11-10 11:44:40,0,20,307.0
2024-11-10 12:58:38,0,50,257.0
2023-12-01 08:44:59,0,5,93.0
2024-12-02 10:32:58,0,20,198.0
2024-12-03 10:35:25,0,25,185.0
2025-12-03 14:01:28,0,15,0.0
2025-12-03 16:16:45,340,0,340.0
2025-12-03 16:20:29,0,150,190.0
2023-12-04 14:05:20,4,0,11.0
2024-12-04 09:46:34,0,20,290.0
2025-12-04 10:19:11,0,23,0.0
2023-12-05 11:58:55,0,20,233.0
2022-12-07 09:16:32,723,0,241.0
2022-12-07 13:25:48,0,10,231.0
2022-12-07 13:25:48,0,10,0.0
2022-12-07 13:32:02,1,0,228.0
2023-12-07 09:09:40,0,5,71.0
2023-12-07 10:02:44,0,30,41.0
2023-12-07 10:47:04,0,30,11.0
2024-12-07 10:42:24,0,25,16.0
2024-12-07 13:17:06,295,0,311.0
2024-12-07 13:20:51,0,8,303.0
2025-12-07 11:50:17,0,15,220.0
2025-12-07 12:37:43,0,30,190.0
2025-12-07 14:17:45,7,0,197.0
2022-12-08 08:55:46,0,5,224.0
2023-12-08 13:26:24,0,25,111.0
2024-12-08 13:36:35,0,20,155.0
2024-12-08 17:47:32,0,50,105.0
2024-12-08 17:56:05,0,10,85.0
2024-12-08 17:56:05,0,10,95.0
2025-12-08 08:55:38,250,0,250.0
2025-12-08 09:08:29,0,60,190.0
2025-12-08 09:11:42,0,10,180.0
2025-12-08 10:41:10,0,10,170.0
2025-12-08 11:09:31,0,10,160.0
2025-12-08 11:21:46,0,60,100.0
2023-12-09 17:22:19,0,70,35.0
2024-12-09 10:55:02,0,30,60.0
2023-12-10 09:02:49,0,10,290.0
2023-12-10 10:31:30,0,50,240.0
2023-12-10 14:37:27,0,70,170.0
2024-12-11 10:09:34,0,10,110.0
2024-12-11 12:41:51,0,20,70.0
2023-12-12 10:54:48,0,15,220.0
2024-12-12 11:59:25,0,20,17.0
,400,0,400.0
,0,15,183.0
,55,0,55.0
,0,17,38.0
,0,5,140.0
,0,20,120.0
,0,30,160.0
,300,0,311.0
,0,10,280.0
,0,25,255.0
,0,15,218.0
,320,0,320.0
,0,50,270.0
,0,5,220.0
,0,20,200.0
,0,10,150.0
,0,15,135.0
,330,0,337.0
,0,15,322.0
,0,40,282.0
,0,5,223.0
,0,30,193.0
,0,10,293.0
,0,20,273.0
,0,50,223.0
,0,10,75.0
,0,20,80.0
,0,10,93.0
,0,15,20.0
,0,20,0.0
,0,20,40.0
,0,10,160.0
,0,25,135.0
,0,10,220.0
,0,30,190.0
,0,10,60.0
,0,20,90.0
,0,10,210.0
,0,10,200.0
,0,10,7.0
,0,50,43.0
,0,200,200.0
,0,10,190.0
,0,50,140.0
,0,10,173.0
,0,20,153.0
,0,38,0.0
,85,0,85.0
,0,75,10.0
,0,70,50.0
,0,30,130.0
,0,15,115.0
,0,20,95.0
,0,15,296.0
,0,50,246.0
,320,0,320.0
,0,40,280.0
,0,50,220.0
,0,100,120.0
,0,70,130.0
,0,50,85.0
,0,5,80.0
,0,50,232.0
,0,6,187.0
,0,5,6.0
,5,0,11.0
,0,20,177.0
,0,20,157.0
,0,20,91.0
,0,25,50.0
,0,30,20.0
,0,20,73.0
,0,15,58.0
,0,30,105.0
,0,10,53.0
,0,5,185.0
,0,20,165.0
,0,7,0.0
,0,30,110.0
,0,10,0.0
,0,5,45.0
,0,10,160.0
,0,40,55.0
,0,30,216.0
,0,20,235.0
,0,30,250.0
,0,15,235.0
,0,70,148.0
,0,5,186.0
,0,20,166.0
,100,0,220.0
,0,50,170.0
,0,5,125.0
,0,5,75.0
,70,0,145.0
,330,0,341.0
,0,5,336.0
,0,20,316.0
,0,20,296.0
,0,70,226.0
,0,5,221.0
,0,25,198.0
,0,30,127.0
,0,20,204.0
,0,15,76.0
,0,10,10.0
,0,10,247.0
,0,30,217.0
,0,10,155.0
,0,25,130.0
,0,10,50.0
,0,20,30.0
,0,10,190.0
,0,20,23.0
,0,15,95.0
,0,20,133.0
,0,20,25.0
,0,10,150.0
,0,15,170.0
,0,10,140.0
,0,20,215.0
,0,15,133.0
,0,30,103.0
,0,15,155.0
,0,20,105.0
,0,15,217.0
,0,20,167.0
,0,10,188.0
,0,20,107.0
,0,1,106.0
,0,10,66.0
,0,20,46.0
,0,10,0.0
,0,35,23.0
,0,6,17.0
,0,17,0.0
,0,25,15.0
,0,10,95.0
,0,20,75.0
,0,5,48.0
,0,1,29.0
,0,20,9.0
,0,15,-15.0
,180,0,165.0
,0,50,115.0
,0,20,170.0
,0,12,158.0
,8,0,356.0
,325,0,348.0
,300,0,300.0
,0,15,285.0
,0,40,245.0
,0,5,240.0
,0,60,35.0
,0,30,103.0
,330,0,330.0
,0,75,255.0
,0,10,15.0
,0,55,0.0
,0,70,146.0
,0,20,215.0
,0,10,205.0
,0,100,105.0
,0,5,98.0
,0,20,78.0
,0,10,156.0
,0,15,90.0
,0,20,70.0
,0,10,135.0
,0,10,125.0
,0,30,187.0
,0,15,172.0
,0,15,157.0
,0,10,211.0
,0,30,181.0
,0,20,168.0
,0,10,158.0
,0,10,148.0
,0,30,76.0
,0,10,66.0
,0,50,16.0
,0,10,36.0
,0,35,1.0
,2,0,3.0
,0,3,0.0
,20,0,20.0
,275,0,290.0
,0,10,280.0
,0,10,207.0
,0,15,192.0
,0,2,190.0
,0,20,28.0
,0,100,256.0
,0,2,208.0
,0,30,210.0
,0,60,195.0
,0,5,10.0
,0,15,125.0
,0,5,141.0
,0,40,65.0
,0,10,68.0
,0,20,136.0
,0,20,105.0
,330,0,511.0
,0,16,0.0
,0,20,184.0
,320,0,320.0
,0,70,250.0
,0,25,255.0
,5,0,255.0
,250,0,250.0
,0,10,245.0
,0,50,195.0
,0,15,60.0
,0,20,170.0
,0,10,148.0
,0,30,118.0
,0,50,206.0
,10,0,205.0
,60,0,265.0
,0,5,120.0
,0,35,30.0
,0,15,15.0
,0,60,95.0
,0,20,50.0
,0,10,95.0
,0,40,117.0
,0,5,162.0
,0,20,142.0
,0,20,491.0
,0,5,486.0
,0,10,138.0
,0,20,118.0
,0,25,93.0
,300,0,300.0
,0,5,179.0
,300,0,300.0
,0,30,270.0
,0,50,220.0
,0,10,10.0
,0,10,240.0
,0,30,210.0
,0,10,245.0
,0,40,205.0
,0,20,150.0
,0,10,140.0
